样本id,A1,A3,A4,A5,A6,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,收率,A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
sample_916,300,405.0,700,73800,35.0,100,102,0.2,102.0,103.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0.923,0.16666666666666666,1.3333333333333333,1.0,1.0,1.0,0.0,0.5,0.0,0.5,4.0,0.5,0.0,2.0,0.0,1.5,0.0,1.5,2.0,1.5,8.999722222222223,0.0
sample_442,300,405.0,700,43200,21.0,100,102,0.2,104.0,106.0,0.2,100,80.0,9.0,5.0,80,78,280.0,3.5,3.5,65,45.0,800.0,0.15,400,0.879,11.999722222222223,14.000277777777777,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,23.5,1.5,0.0,2.0,0.0,1.5,0.0,1.0,22.99972222222222,0.0
sample_708,300,405.0,700,21600,30.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79,77,320.0,3.5,3.5,78,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,23.5,2.0,0.0,1.0
sample_1573,300,405.0,700,46800,34.0,100,102,0.2,103.0,105.0,0.2,200,50.0,10.0,5.0,70,77,290.0,3.5,3.5,65,45.0,800.0,0.15,420,0.935,10.999722222222223,14.500277777777777,1.0,1.0,1.0,0.5,0.5,0.0,0.5,6.5,1.0,0.0,1.0,0.0,2.5,1.5833333333333333,1.0,0.4166666666666667,1.0,13.999722222222223,0.0
sample_1432,300,405.0,700,28800,23.0,100,102,0.2,102.0,102.0,0.2,300,35.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.8909999999999999,15.999722222222223,9.000277777777777,1.0,1.0,1.0,4.5,0.5,0.0,0.5,5.5,1.0,0.0,1.5,0.0,2.5,4.0,1.5,1.0,1.5,11.999722222222223,0.0
sample_823,300,405.0,700,75600,29.0,102,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.943,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,12.999722222222223,0.0,0.0,0.0
sample_302,300,,980,16200,23.0,100,101,0.2,103.0,103.0,0.2,300,40.0,10.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,290,0.89,19.49972222222222,6.000277777777778,1.0,1.0,1.0,0.5,0.5,1.0,0.5,6.0,1.0,0.0,1.5,0.0,3.0,3.0,2.0,1.0,2.0,16.99972222222222,0.0
sample_173,300,405.0,700,50400,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,1200.0,0.15,3.5,80,45.0,1200.0,0.15,400,0.925,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_285,300,,980,73800,27.0,100,101,0.2,104.0,105.0,0.2,200,40.0,10.0,5.0,80,77,290.0,3.5,3.5,65,50.0,800.0,0.15,400,0.89,3.499722222222222,22.00027777777778,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.5,0.0,1.5,2.0,1.5,1.0,1.0,12.499722222222223,0.0
sample_921,300,405.0,700,45000,38.0,100,104,0.2,103.0,103.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,65,25.0,800.0,0.15,440,0.979,0.16666666666666666,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.5,10.5,0.5,0.0,1.5,0.0,4.0,0.0,1.5,0.5,1.5,8.499722222222223,0.0
sample_1847,300,405.0,700,21600,29.0,102,104,0.2,106.0,106.0,0.2,200,50.0,9.0,5.0,78,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.965,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_345,300,405.0,700,21600,38.0,100,102,0.2,103.0,103.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,65,27.0,800.0,0.15,400,0.8909999999999999,0.25,1.4166666666666667,1.0,1.0,1.0,3.8333333333333335,0.5,0.0,0.5,9.0,0.5,0.0,2.0,0.0,5.0,0.0,1.5,0.5,1.5,12.499722222222223,0.0
sample_307,300,405.0,700,18000,25.0,100,102,0.2,102.0,104.0,0.2,300,30.0,9.0,5.0,70,78,320.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,18.99972222222222,6.500277777777778,1.0,1.0,1.0,2.5,0.5,0.0,0.5,7.0,1.0,0.0,1.5,1.0,1.5,1.5,1.5,1.0,1.5,17.49972222222222,0.0
sample_1955,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_923,300,405.0,700,27000,38.0,100,102,0.2,104.0,104.0,0.2,300,50.0,10.0,5.0,70,75,370.0,3.5,3.5,60,45.0,800.0,0.15,420,0.935,0.16666666666666666,1.6666666666666667,1.0,1.0,1.0,2.6666666666666665,0.5,0.0,0.5,8.0,0.5,0.0,1.5,0.0,6.0,0.0,1.5,1.0,1.5,11.999722222222223,0.0
sample_1773,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_168,300,405.0,700,79200,30.0,101,102,0.2,104.0,106.0,0.2,200,50.0,9.0,5.0,79,73,1200.0,0.15,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_422,300,,980,46800,21.0,100,102,0.2,104.0,106.0,0.2,100,50.0,9.0,5.0,80,78,300.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,10.999722222222223,15.000277777777777,1.0,1.0,1.0,5.999722222222222,0.0,19.00027777777778,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.5,0.0,1.0,23.49972222222222,0.0
sample_226,300,405.0,700,50400,30.0,102,103,0.2,106.0,107.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_13,300,405.0,700,12600,21.0,100,102,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,71,78,300.0,3.5,3.5,60,40.0,800.0,0.15,420,0.923,20.49972222222222,5.000277777777778,1.0,1.0,1.0,3.8333333333333335,0.5,0.0,1.0,4.666666666666667,1.0,0.0,1.5,0.0,3.5,3.0,1.5,0.5,1.5,17.49972222222222,0.0
sample_1508,300,405.0,700,73800,39.0,100,102,0.2,102.0,104.0,0.2,300,50.0,9.0,5.0,75,70,330.0,3.5,3.5,65,28.0,800.0,0.15,400,0.879,0.16666666666666666,1.6666666666666667,1.0,1.0,1.0,3.1666666666666665,0.5,0.5,0.5,7.0,0.5,0.0,1.5,0.0,6.0,0.0,1.5,0.5,1.5,23.49972222222222,0.0
sample_1093,300,405.0,700,57600,21.0,100,102,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,45.0,800.0,0.15,440,0.98,7.999722222222222,17.50027777777778,1.0,1.0,1.0,2.5,0.5,0.5,0.5,7.0,1.0,0.0,1.5,0.0,4.0,0.0,1.5,1.0,1.5,5.999722222222222,0.0
sample_91,300,405.0,700,21600,30.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1526,300,405.0,700,66600,38.0,100,102,0.2,103.0,103.0,0.2,300,50.0,10.0,5.0,70,75,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,5.499722222222222,20.00027777777778,1.0,1.0,1.0,3.0,1.0,0.5,0.5,7.5,0.5,0.0,2.0,0.0,2.5,0.5,1.5,1.5,1.5,2.499722222222222,0.0
sample_1653,300,405.0,700,21600,29.0,100,102,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_858,300,,980,55800,20.0,100,102,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,70,78,350.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,8.499722222222223,17.00027777777778,1.0,1.0,1.0,4.5,0.5,0.0,0.5,9.0,1.0,0.0,1.5,0.0,2.0,2.0,1.5,5.499722222222222,0.0,0.0,0.0
sample_1706,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1705,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.947,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_305,300,,980,25200,21.0,100,103,0.2,103.0,105.0,0.2,300,35.0,10.0,5.0,70,70,300.0,3.5,3.5,60,45.0,800.0,0.15,400,0.902,16.99972222222222,8.500277777777777,1.0,1.0,1.0,3.0,0.5,0.0,0.5,7.5,1.0,0.0,1.5,0.0,3.5,3.0,1.5,1.0,1.5,11.999722222222223,0.0
sample_1891,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.947,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1557,300,405.0,700,9000,40.0,100,101,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,65,32.0,800.0,0.15,390,0.89,0.25,1.5,1.0,1.0,1.0,3.9166666666666665,0.3333333333333333,0.5,0.5,7.0,0.5,0.0,2.0,0.0,3.0,0.0,1.5,1.0,1.5,18.99972222222222,0.0
sample_1933,300,405.0,700,75600,30.0,103,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_1920,300,405.0,700,50400,30.0,103,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0.973,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_1233,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,72,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.925,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_491,300,405.0,700,21600,29.0,100,101,0.2,103.0,103.0,0.2,300,50.0,10.0,5.0,70,77,330.0,3.5,3.5,65,50.0,800.0,0.15,420,0.935,17.99972222222222,7.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.5,0.0,4.0,7.0,2.0,1.0,2.0,16.99972222222222,0.0
sample_75,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.947,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_516,300,405.0,700,21600,24.0,100,102,0.2,102.0,102.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,45.0,800.0,0.15,420,0.923,17.99972222222222,7.500277777777778,1.0,1.0,1.0,1.0,0.5,0.5,0.5,5.0,1.0,1.0,1.5,0.0,3.5,2.0,1.5,0.5,1.5,17.49972222222222,0.0
sample_1096,300,405.0,700,77400,21.0,100,102,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,50.0,800.0,0.15,440,0.967,2.499722222222222,23.00027777777778,1.0,1.0,1.0,2.0,0.5,0.5,0.5,7.0,1.0,0.0,1.5,0.0,4.0,0.0,1.5,1.0,1.5,0.9997222222222222,0.0
sample_562,300,405.0,700,28800,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,15.999722222222223,10.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_180,300,405.0,700,79200,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,1200.0,0.15,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_110,300,405.0,700,21600,29.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,78,45.0,1200.0,0.15,400,0.902,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.5
sample_117,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.935,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_294,300,,980,0,19.0,100,101,0.2,103.0,105.0,0.2,300,40.0,9.0,5.0,70,78,320.0,3.5,3.5,60,40.0,800.0,0.15,400,0.879,23.99972222222222,1.5002777777777778,1.0,1.0,1.0,0.0,0.5,0.16666666666666666,0.5,8.833333333333334,1.0,0.0,1.5,0.0,2.0,1.0,1.5,1.0,1.5,23.99972222222222,0.0
sample_1101,300,405.0,700,82800,28.0,100,101,0.2,101.0,103.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,50.0,800.0,0.15,440,0.967,0.9997222222222222,0.5002777777777778,1.0,1.0,1.0,1.0,0.5,0.5,0.5,6.0,1.0,0.0,1.5,0.0,3.5,1.0,1.5,0.5,1.5,1.4997222222222222,0.0
sample_1073,300,405.0,700,55800,24.0,100,102,0.2,104.0,104.0,0.2,300,50.0,9.0,5.0,70,78,330.0,3.5,3.5,65,45.0,800.0,0.15,420,0.912,8.499722222222223,17.00027777777778,1.0,1.0,1.0,3.0,0.5,0.5,0.5,6.5,1.5,1.0,1.5,0.0,3.0,0.5,1.5,0.5,1.5,5.999722222222222,0.0
sample_644,300,405.0,700,21600,29.0,102,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_773,300,405.0,700,50400,27.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0.973,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_1663,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.8909999999999999,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1397,300,405.0,700,75600,29.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.888,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_623,300,405.0,700,79200,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1632,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.8909999999999999,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1866,300,405.0,700,21600,29.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_410,300,405.0,700,57600,21.0,100,103,0.2,105.0,107.0,0.2,200,50.0,10.0,5.0,70,79,380.0,3.5,3.5,70,50.0,800.0,0.15,400,0.892,7.999722222222222,17.50027777777778,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,18.49972222222222,0.0
sample_637,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1963,300,405.0,700,75600,30.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.888,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_289,300,,980,3600,21.0,100,102,0.2,103.0,105.0,0.2,300,50.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.879,22.99972222222222,2.500277777777778,1.0,1.0,1.0,3.5,0.5,22.166666666666668,0.3333333333333333,7.5,1.0,23.0,1.0,0.0,2.0,4.5,1.5,1.0,1.5,20.99972222222222,0.0
sample_1778,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1182,300,405.0,700,21600,29.0,101,102,0.2,104.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.936,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_338,300,405.0,700,45000,40.0,100,102,0.2,104.0,104.0,0.2,300,50.0,9.0,5.0,70,75,330.0,3.5,3.5,65,25.0,800.0,0.15,400,0.8909999999999999,0.16666666666666666,1.3333333333333333,1.0,1.0,1.0,3.0,0.5,0.0,0.5,8.5,0.5,0.0,1.5,0.0,4.5,0.5,1.0,0.5,1.5,8.499722222222223,0.0
sample_1595,300,405.0,700,18000,34.0,100,102,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,70,78,290.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,18.99972222222222,6.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,23.5,7.0,0.0,1.0,0.0,3.0,2.0,1.5,1.0,1.5,19.99972222222222,0.0
sample_1912,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.935,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1013,300,405.0,700,79200,26.0,100,101,0.2,104.0,103.0,0.2,200,50.0,10.0,5.0,70,77,300.0,3.5,3.5,60,36.0,800.0,0.15,400,0.8909999999999999,1.9997222222222222,23.00027777777778,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.5,2.5,5.0,1.5,1.0,1.5,6.999722222222222,0.0
sample_47,300,405.0,700,64800,21.0,100,102,0.2,103.0,103.0,0.2,300,40.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,420,0.935,5.999722222222222,19.00027777777778,1.0,1.0,1.0,2.5,0.5,0.0,0.5,8.5,1.0,0.0,1.5,0.0,3.5,0.0,1.5,0.5,1.5,4.499722222222222,0.0
sample_748,300,405.0,700,54000,30.0,103,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,290.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.846,8.999722222222223,17.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,15.0,6.999722222222222,0.0,0.0,0.0
sample_1445,300,405.0,700,50400,23.0,100,101,0.2,101.0,102.0,0.2,300,40.0,9.0,5.0,70,78,320.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,9.999722222222223,15.000277777777777,1.0,1.0,1.0,1.0,0.5,0.0,0.5,9.0,1.0,0.0,1.5,0.0,4.5,0.5,1.5,0.5,1.5,7.999722222222222,0.0
sample_754,300,405.0,700,54000,25.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,8.999722222222223,17.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.5,18.49972222222222,0.0,0.0,0.0
sample_463,300,405.0,700,7200,37.0,100,101,0.2,105.0,103.0,0.2,200,50.0,9.0,5.0,70,71,290.0,3.5,3.5,60,45.0,800.0,0.15,400,0.902,21.99972222222222,3.000277777777778,1.0,1.0,1.0,0.5,1.0,0.0,0.5,2.5,1.0,0.0,1.5,0.0,3.0,3.0,1.5,1.0,1.5,0.9997222222222222,0.0
sample_1774,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.5
sample_1297,300,405.0,700,21600,30.0,103,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_1954,300,405.0,700,75600,29.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_1623,300,405.0,700,23400,26.0,100,102,0.2,103.0,105.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,45.0,800.0,0.15,420,0.947,17.49972222222222,8.000277777777777,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.0,1.0,0.0,1.0,0.0,4.0,2.5,1.5,0.5,1.5,17.99972222222222,0.0
sample_425,300,,980,50400,22.0,100,101,0.2,103.0,106.0,0.2,100,50.0,10.0,5.0,80,76,280.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,9.999722222222223,15.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.5,2.0,19.99972222222222,0.0
sample_326,300,405.0,700,63000,21.0,100,102,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,70,75,300.0,3.5,3.5,50,40.0,800.0,0.15,400,0.902,0.5,1.5,1.0,1.0,1.0,2.0,0.5,0.0,0.5,9.5,0.5,0.0,1.5,0.0,4.0,0.0,1.5,0.5,2.0,2.999722222222222,0.0
