样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,收率
sample_1297,6.0,30.0,-1.0,-1.0,8.0,103.0,9.0,104.0,10.0,105.0,11.0,106.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.935
sample_1954,21.0,29.0,-1.0,-1.0,23.0,102.0,0.0,104.0,1.0,105.0,2.0,106.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.8909999999999999
sample_1623,6.5,26.0,-1.0,-1.0,8.0,100.0,9.0,102.0,10.0,103.0,11.0,105.0,300.0,0.5,50.0,9.0,12.5,70,13.0,78.0,1.0,340.0,1.0,20.0,65.0,0.0,45.0,1.5,1.5,-1.0,800.0,420.0,0.935
sample_425,14.0,22.0,-1.0,-1.0,15.0,100.0,16.0,101.0,17.0,103.0,18.0,106.0,100.0,1.0,50.0,10.0,19.0,80,19.5,76.0,1.0,280.0,1.0,21.5,65.0,23.5,45.0,2.0,2.0,-1.0,800.0,400.0,
sample_326,17.5,21.0,18.0,73.0,19.5,100.0,20.5,102.0,21.5,103.0,22.5,102.0,300.0,0.5,50.0,9.0,1.0,70,1.5,75.0,0.5,300.0,1.5,13.0,50.0,17.0,40.0,1.5,2.0,-1.0,800.0,400.0,0.902
sample_665,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,102.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.93
sample_351,15.5,38.0,15.666666666666666,80.0,17.0,100.0,18.0,103.0,19.0,103.0,20.0,103.0,300.0,0.5,50.0,9.0,1.0,70,1.5,75.0,0.5,370.0,1.0,12.5,50.0,16.0,38.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_448,8.0,30.0,-1.0,-1.0,9.0,100.0,10.0,101.0,11.0,103.0,12.0,105.0,200.0,0.5,50.0,9.0,12.5,70,13.5,77.0,0.5,300.0,1.5,15.5,60.0,19.0,36.0,1.5,1.5,-1.0,800.0,400.0,0.925
sample_1350,6.0,27.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,0.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.93
sample_1042,20.5,33.0,-1.0,-1.0,22.5,100.0,23.5,102.0,0.5,103.0,1.5,105.0,300.0,0.5,30.0,9.0,2.5,70,3.0,76.0,1.0,190.0,1.5,9.5,65.0,11.5,45.0,2.0,-1.0,-1.0,400.0,280.0,0.93
sample_1873,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9470000000000001
sample_1420,14.5,21.0,-1.0,-1.0,15.5,100.0,16.5,102.0,17.5,103.0,18.5,104.0,300.0,0.5,35.0,9.0,20.5,70,21.0,79.0,1.5,310.0,1.0,7.0,60.0,12.0,40.0,1.0,1.5,-1.0,800.0,420.0,0.902
sample_1150,1.0,29.0,-1.0,-1.0,3.0,102.0,4.0,103.0,5.0,104.0,6.0,105.0,200.0,1.0,50.0,9.0,7.0,78,8.0,73.0,1.0,320.0,1.0,10.0,80.0,12.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.902
sample_1867,14.0,30.0,-1.0,-1.0,16.0,101.0,17.0,102.0,18.0,104.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.925
sample_755,22.0,26.0,-1.0,-1.0,0.0,100.0,1.0,103.0,2.0,105.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,2.0,-1.0,-1.0,1200.0,460.0,0.902
sample_139,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_452,19.0,36.0,-1.0,-1.0,20.0,100.0,21.0,103.0,22.0,103.0,23.0,105.0,200.0,0.5,50.0,9.0,23.5,70,0.0,77.0,1.0,300.0,1.5,2.5,60.0,8.0,40.0,1.5,1.5,-1.0,800.0,390.0,0.943
sample_1195,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,79.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9470000000000001
sample_700,19.0,29.0,-1.0,-1.0,21.0,101.0,22.0,103.0,23.0,105.0,0.0,107.0,200.0,1.0,50.0,9.0,1.0,80,2.0,73.0,1.0,320.0,1.0,4.0,79.0,6.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9590000000000001
sample_1158,18.0,29.0,-1.0,-1.0,20.0,102.0,21.0,103.0,22.0,104.0,23.0,105.0,200.0,1.0,50.0,9.0,0.0,78,1.0,73.0,1.0,320.0,1.0,3.0,80.0,5.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9229999999999999
sample_1701,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9590000000000001
sample_831,14.0,28.0,-1.0,-1.0,16.0,102.0,17.0,104.0,18.0,105.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9590000000000001
sample_1103,9.0,29.0,-1.0,-1.0,11.0,101.0,12.0,103.0,13.0,104.0,14.0,105.0,200.0,1.0,50.0,9.0,15.0,80,17.0,73.0,1.0,320.0,1.0,18.0,80.0,21.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.985
sample_951,2.0,23.0,-1.0,-1.0,3.0,100.0,4.0,105.0,5.0,106.0,6.0,108.0,200.0,0.5,50.0,9.0,7.0,70,7.5,80.0,1.0,300.0,1.0,10.0,64.0,12.0,45.0,1.5,1.0,-1.0,800.0,420.0,0.9359999999999999
sample_1020,17.0,21.0,-1.0,-1.0,23.5,100.0,19.5,102.0,20.5,104.0,21.5,105.0,200.0,0.5,50.0,10.0,23.0,70,23.5,77.0,1.5,300.0,1.5,5.0,60.0,8.0,37.0,1.5,1.5,-1.0,800.0,400.0,0.89
sample_1572,4.5,38.0,-1.0,-1.0,6.0,100.0,7.0,101.0,8.0,103.0,9.0,101.0,200.0,0.5,50.0,10.0,10.5,70,11.0,77.0,1.0,300.0,1.0,18.0,65.0,20.5,45.0,1.5,1.5,-1.0,800.0,420.0,0.9359999999999999
sample_397,22.0,23.0,-1.0,-1.0,23.0,100.0,0.0,103.0,1.0,105.0,2.0,107.0,300.0,0.5,50.0,9.0,3.0,70,3.5,77.0,1.0,320.0,1.0,6.0,68.0,8.0,47.0,1.1666666666666667,0.8333333333333334,-1.0,900.0,400.0,0.9359999999999999
sample_1911,6.0,30.0,-1.0,-1.0,8.0,102.0,9.0,104.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9129999999999999
sample_1571,22.0,35.0,-1.0,-1.0,23.5,100.0,0.5,102.0,1.5,103.0,2.5,105.0,200.0,0.5,50.0,9.0,4.0,70,4.5,78.0,0.5,300.0,1.5,10.0,65.0,13.0,39.0,1.5,1.0,-1.0,800.0,420.0,0.8909999999999999
sample_1178,23.0,29.0,-1.0,-1.0,0.0,102.0,1.0,103.0,2.0,104.0,3.0,106.0,200.0,1.0,50.0,9.0,4.0,79,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.93
sample_1771,22.0,30.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,105.0,3.0,107.0,200.0,1.0,50.0,9.0,4.0,70,5.0,80.0,1.0,320.0,1.0,7.0,72.0,9.0,45.0,1.5,1.5,1.5,1200.0,400.0,0.902
sample_1254,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.935
sample_1969,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,420.0,0.902
sample_22,17.0,24.0,-1.0,-1.0,18.5,100.0,19.5,102.0,20.5,101.0,21.5,104.0,300.0,0.5,50.0,10.0,1.0,70,1.5,78.0,1.0,300.0,1.0,13.0,60.0,16.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.935
sample_1306,14.0,27.0,-1.0,-1.0,16.0,102.0,17.0,104.0,18.0,105.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,460.0,0.902
sample_767,14.0,30.0,-1.0,-1.0,16.0,103.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,3.5,-1.0,-1.0,1200.0,460.0,0.902
sample_393,14.0,23.0,-1.0,-1.0,15.0,100.0,16.0,103.0,17.0,106.0,18.0,108.0,300.0,0.5,50.0,10.0,19.0,70,19.5,74.0,1.0,330.0,1.0,22.0,68.0,0.0,47.0,1.1666666666666667,1.1666666666666667,-1.0,900.0,400.0,0.935
sample_251,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,460.0,0.983
sample_1268,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.925
sample_1491,2.5,38.0,2.75,80.0,4.5,100.0,5.5,102.0,6.5,103.0,7.5,103.0,300.0,0.5,50.0,9.0,12.0,70,12.5,75.0,0.5,360.0,1.0,21.0,65.0,23.5,45.0,1.5,1.5,-1.0,800.0,385.0,0.925
sample_1060,1.0,23.0,-1.0,-1.0,2.5,100.0,3.5,101.0,4.5,103.0,5.5,105.0,300.0,0.5,50.0,9.0,7.0,70,7.5,78.0,1.0,340.0,1.5,16.5,65.0,19.0,50.0,2.0,2.0,-1.0,800.0,420.0,0.888
sample_672,14.0,28.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.879
sample_1967,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,104.0,10.0,105.0,11.0,106.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.985
sample_1505,19.0,38.0,19.5,80.0,20.5,100.0,21.5,102.0,22.5,104.0,23.5,102.0,300.0,0.5,50.0,9.0,3.5,70,4.0,75.0,0.5,330.0,1.5,13.0,50.0,16.0,28.0,1.5,1.5,-1.0,800.0,385.0,0.973
sample_1369,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,104.0,1.0,105.0,2.0,106.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.8909999999999999
sample_1134,18.0,29.0,-1.0,-1.0,20.0,101.0,21.0,103.0,22.0,104.0,23.0,105.0,200.0,1.0,50.0,9.0,0.0,80,1.0,73.0,1.0,320.0,1.0,3.0,80.0,5.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.973
sample_870,13.5,37.0,13.666666666666666,80.0,15.333333333333334,100.0,16.333333333333332,102.0,17.333333333333332,104.0,18.333333333333332,103.0,300.0,0.5,50.0,9.0,21.5,70,22.0,75.0,0.5,300.0,2.0,7.5,65.0,10.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.9359999999999999
sample_605,13.5,23.0,-1.0,-1.0,15.0,100.0,16.0,102.0,17.0,103.0,18.0,104.0,200.0,1.0,50.0,9.0,19.0,90,19.5,77.0,1.0,330.0,1.0,21.5,65.0,22.5,45.0,1.0,1.0,-1.0,800.0,400.0,0.879
sample_1376,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9420000000000001
sample_1343,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.925
sample_628,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,79,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.93
sample_903,17.0,39.0,17.25,80.0,19.0,100.0,20.0,104.0,21.0,103.0,22.0,104.0,300.0,0.5,50.0,9.0,2.0,70,2.5,75.0,0.5,370.0,2.0,13.5,65.0,17.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.879
sample_857,8.5,24.0,-1.0,-1.0,10.0,100.0,11.0,102.0,12.0,102.0,13.0,102.0,300.0,0.5,-1.0,10.0,16.0,70,16.5,78.0,1.0,320.0,1.0,1.5,60.0,4.0,40.0,1.5,1.5,-1.0,800.0,390.0,0.93
sample_1196,22.0,30.0,-1.0,-1.0,0.0,102.0,1.0,103.0,2.0,105.0,3.0,106.0,200.0,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9129999999999999
sample_1263,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_701,3.0,30.0,-1.0,-1.0,5.0,101.0,6.0,103.0,7.0,104.0,8.0,106.0,200.0,1.0,50.0,9.0,9.0,78,10.0,73.0,1.0,320.0,1.0,12.0,80.0,14.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.902
sample_1465,22.0,21.0,-1.0,-1.0,23.0,100.0,0.0,102.0,1.0,103.0,2.0,104.0,300.0,0.5,50.0,9.0,2.5,70,3.0,75.0,1.0,350.0,2.0,15.0,65.0,17.0,45.0,1.5,1.5,-1.0,800.0,385.0,0.93
sample_1563,12.5,39.0,12.666666666666666,80.0,14.166666666666666,100.0,15.166666666666666,102.0,16.166666666666668,104.0,17.166666666666668,103.0,300.0,0.5,50.0,9.0,20.5,75,21.0,75.0,0.5,350.0,1.0,8.0,65.0,12.0,28.0,1.5,1.5,-1.0,800.0,400.0,0.93
sample_710,22.0,30.0,-1.0,-1.0,0.0,102.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,78,5.0,76.0,1.0,320.0,1.0,7.0,78.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9359999999999999
sample_1957,21.0,29.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,3.0,-1.0,-1.0,1200.0,440.0,0.8909999999999999
sample_322,2.0,21.0,2.5,73.0,4.0,100.0,5.0,102.0,6.0,103.0,7.0,104.0,300.0,0.5,50.0,9.0,12.0,70,12.5,75.0,0.5,300.0,2.0,20.5,60.0,2.5,45.0,2.0,2.0,-1.0,800.0,400.0,0.879
sample_1603,14.0,25.0,-1.0,-1.0,15.5,100.0,16.5,102.0,17.5,103.0,18.5,103.0,300.0,0.5,30.0,9.0,19.5,70,20.0,78.0,1.0,200.0,1.0,3.0,65.0,6.0,45.0,2.0,-1.0,-1.0,400.0,280.0,0.983
sample_1787,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9129999999999999
sample_1180,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,78.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9790000000000001
sample_1707,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,105.0,11.0,107.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.879
sample_625,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_1731,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,79,21.0,73.0,1.0,320.0,1.0,23.0,78.0,1.0,45.0,1.5,1.5,1.5,1200.0,400.0,0.983
sample_126,22.0,18.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,106.0,3.0,108.0,200.0,1.0,50.0,9.0,4.5,72,5.0,80.0,1.0,380.0,1.0,7.0,77.0,9.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.93
sample_1012,12.0,21.0,-1.0,-1.0,13.5,100.0,14.5,102.0,15.5,103.0,16.5,105.0,200.0,0.5,50.0,9.0,18.0,70,18.5,78.0,1.0,290.0,1.5,22.0,60.0,1.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1091,21.0,26.0,-1.0,-1.0,22.5,100.0,23.5,103.0,0.5,105.0,1.5,104.0,300.0,0.5,50.0,10.0,5.0,70,5.5,78.0,1.0,350.0,1.5,13.5,65.0,17.0,45.0,1.5,1.5,-1.0,800.0,420.0,0.9470000000000001
sample_781,21.0,27.0,-1.0,-1.0,23.0,102.0,0.0,104.0,1.0,105.0,2.0,106.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9470000000000001
sample_606,22.0,18.0,-1.0,-1.0,23.5,100.0,0.5,101.0,2.5,103.0,3.5,106.0,200.0,1.0,50.0,9.0,3.75,78,4.75,70.0,1.0,380.0,1.25,7.0,80.0,9.0,45.0,1.0,1.0,1.0,1200.0,400.0,0.9470000000000001
sample_1972,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,1.0,1.0,1.5,1200.0,420.0,0.902
sample_1203,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,102.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.925
sample_1661,22.0,30.0,-1.0,-1.0,0.0,101.0,1.0,102.0,2.0,104.0,3.0,106.0,200.0,1.0,50.0,8.0,4.0,80,5.0,72.0,1.0,320.0,1.0,7.0,78.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.925
sample_416,10.5,30.0,-1.0,-1.0,11.5,100.0,12.5,101.0,13.5,103.0,14.5,103.0,100.0,0.5,50.0,10.0,15.0,80,15.5,78.0,1.0,280.0,1.0,17.5,60.0,19.5,45.0,1.5,1.0,-1.0,800.0,400.0,0.8909999999999999
sample_101,4.0,29.0,-1.0,-1.0,6.0,101.0,7.0,102.0,8.0,103.0,9.0,106.0,200.0,1.0,50.0,9.0,10.0,79,11.0,72.0,1.0,-1.0,1.0,13.0,78.0,5.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9129999999999999
sample_1271,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.935
sample_1569,23.0,21.0,23.5,73.0,1.0,100.0,2.0,102.0,3.0,103.0,4.0,104.0,300.0,0.5,50.0,9.0,13.0,70,14.0,75.0,0.5,330.0,2.0,17.0,50.0,22.0,45.0,1.5,1.5,-1.0,800.0,400.0,
sample_742,14.0,28.0,-1.0,-1.0,16.0,102.0,17.0,104.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,460.0,0.93
sample_335,6.0,42.0,6.416666666666667,80.0,8.083333333333334,100.0,9.083333333333334,103.0,10.083333333333334,102.0,11.083333333333334,104.0,300.0,0.5,50.0,9.0,15.5,70,16.0,75.0,0.5,330.0,2.0,2.0,65.0,8.0,26.0,1.5,1.5,-1.0,800.0,400.0,0.8909999999999999
sample_1733,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.5,1200.0,420.0,0.882
sample_1666,14.0,30.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,106.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9470000000000001
sample_835,21.0,28.0,-1.0,-1.0,23.0,102.0,23.0,103.0,0.0,104.0,1.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.935
sample_834,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.902
sample_1245,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9129999999999999
sample_1845,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,105.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,79,13.0,73.0,1.0,320.0,1.0,15.0,79.0,17.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9129999999999999
sample_940,2.5,43.0,2.6666666666666665,80.0,4.0,100.0,5.0,102.0,6.0,103.0,7.0,103.0,300.0,0.5,50.0,9.0,12.5,70,13.0,75.0,0.5,370.0,1.5,21.5,40.0,1.0,20.0,1.5,1.5,-1.0,800.0,440.0,0.902
sample_1334,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.998
sample_1755,14.0,30.0,-1.0,-1.0,16.0,100.0,17.0,103.0,18.0,105.0,19.0,107.0,200.0,1.0,50.0,9.0,20.0,80,21.0,72.0,1.0,320.0,1.0,7.0,78.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.8909999999999999
sample_1877,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.983
sample_1270,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9129999999999999
sample_1449,3.5,24.0,-1.0,-1.0,4.5,100.0,5.5,102.0,6.5,103.0,7.5,103.0,300.0,0.5,45.0,9.0,12.5,70,13.0,78.0,1.0,310.0,1.5,21.5,65.0,1.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.93
sample_1441,0.0,21.0,-1.0,-1.0,1.0,100.0,2.0,101.0,3.0,102.0,4.0,105.0,300.0,0.5,50.0,10.0,6.5,70,7.0,78.0,1.0,310.0,1.0,17.0,60.0,21.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.943
sample_641,6.0,30.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.925
sample_105,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,72.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.983
sample_816,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9670000000000001
sample_999,10.0,33.0,-1.0,-1.0,11.0,100.0,12.0,101.0,13.0,102.0,14.0,103.0,200.0,0.6666666666666666,50.0,9.0,14.666666666666666,70,15.016666666666667,77.0,0.5,300.0,1.3333333333333333,17.0,60.0,19.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.93
