A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,84601,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,44999,0
59399,33001,3600,3600,3600,6600,1800,0,1800,18000,1800,0,5400,0,34200,3600,5400,900,5400,44099,0
39599,52201,3600,3600,3600,1800,1800,1800,1800,27000,3600,0,5400,0,9000,1800,5400,1800,5400,43199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
25199,63001,3600,3600,3600,19800,1800,0,1800,28800,3600,0,3600,0,7200,32399,0,0,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,14400,1800,0,1800,28800,1800,0,7200,0,16200,0,5400,3600,5400,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
28799,63001,3600,3600,3600,9000,1800,1800,1800,23400,3600,0,5400,0,9000,3600,7200,3600,7200,21599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
900,10200,3600,3600,3600,3300,1800,0,1800,30600,1800,0,5400,1800,1800,18000,5400,3600,7200,41399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,12600,1800,1800,1800,25200,1800,0,3600,0,12600,0,5400,5400,5400,68399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,6300,3600,3600,3600,9000,1800,1800,1800,19800,1800,0,7200,0,18000,0,5400,43199,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,1800,3600,0,5400,0,3600
28799,63001,3600,3600,3600,9000,1800,1800,1800,23400,3600,0,3600,0,14400,84600,5400,1800,5400,28799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
86399,5401,3600,3600,3600,1800,1800,1800,1800,30600,3600,0,5400,0,12600,0,5400,1800,3600,86399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,6000,3600,3600,3600,13200,1800,0,1800,30600,1800,0,3600,0,19800,0,5400,1800,5400,44999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
1200,4200,3600,3600,3600,16200,1800,0,1800,32400,1800,0,7200,0,16200,0,5400,1800,5400,44999,0
39599,52201,3600,3600,3600,0,1800,0,1800,36000,3600,0,3600,0,5400,16200,5400,1800,5400,28799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
43199,50401,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,84600,5400,0,3600
1200,5400,3600,3600,3600,18000,1800,0,1800,28800,1800,0,7200,0,14400,0,5400,3600,5400,10799,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,46800,7200,5400,0,5400,0,3600
10799,81001,3600,3600,3600,9000,3600,0,1800,28800,1800,3600,3600,0,9000,82800,7200,3600,5400,7199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
1200,6000,3600,3600,3600,19800,1800,1800,1800,27000,1800,0,7200,0,7200,9000,5400,17999,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
41399,50401,3600,3600,3600,1800,1800,1800,1800,30600,3600,0,3600,0,9000,5400,5400,1800,5400,39599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
68399,0,27001,3600,3600,1800,1800,1800,1800,9000,3600,55800,3600,0,16200,0,5400,1800,3600,32399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1200,6900,3600,3600,3600,8100,1800,1800,1800,30600,1800,0,7200,0,25200,0,5400,3600,5400,39599,0
0,5400,3600,3600,3600,16200,1800,1800,1800,32400,1800,0,7200,0,14400,0,5400,3600,5400,10799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,3600,3600,5400,0,5400,0,3600
600,4800,3600,3600,3600,16200,1800,1800,1800,34200,1800,7200,7200,0,61200,0,5400,3600,5400,39599,0
82799,10801,3600,3600,3600,1800,1800,1800,1800,0,1800,0,3600,0,7200,1800,5400,3600,3600,30599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,44999,0,0,0
35999,57601,3600,3600,3600,0,3600,82800,3600,0,3600,3600,3600,0,7200,0,5400,0,5400,0,3600
8999,84601,1800,3600,3600,1800,1800,1800,1800,23400,3600,3600,5400,0,10800,0,5400,1800,3600,14399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
68399,23401,3600,3600,3600,1800,1800,1800,1800,21600,3600,0,3600,0,7200,5400,5400,0,5400,79199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
39599,52201,3600,3600,3600,0,1800,0,1800,41400,3600,0,5400,0,9000,5400,5400,1800,5400,28799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,25201,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,19799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
75599,14401,3600,3600,3600,0,1800,0,1800,19800,3600,0,3600,0,9000,3600,5400,3600,5400,3599,0
7199,84601,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,43199,0
28799,61201,3600,3600,3600,0,3600,600,1800,0,3600,0,3600,0,10200,0,3600,1800,5400,66599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
58499,34801,3600,3600,3600,0,1800,0,1800,28200,1800,0,7200,0,28800,0,5400,5400,5400,41399,0
48599,43201,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,86399,0
39599,52201,3600,3600,3600,18000,1800,1800,1800,18000,3600,0,5400,0,14400,3600,5400,1800,5400,28799,0
1800,7200,3600,3600,3600,14400,1800,5400,1800,19800,1800,0,7200,0,18000,0,5400,3600,5400,61199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
71999,19801,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,23399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,18000,1800,0,1800,18000,1800,0,3600,0,19800,0,5400,7200,5400,66599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,25201,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,3600,1200,4200,19199,0
14399,75601,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,53999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
43199,48601,3600,3600,3600,1800,1800,1800,1800,19800,3600,50400,5400,0,9000,3600,7200,3600,7200,82799,0
600,6000,3600,3600,3600,9600,1800,0,1800,30600,1800,0,7200,0,16200,0,5400,2100,5100,28799,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
25199,66601,3600,3600,3600,10800,1800,1800,1800,34200,3600,0,3600,0,7200,5400,5400,3600,5400,10799,0
37799,55801,3600,3600,3600,0,73800,14400,1800,0,3600,0,3600,0,7200,0,5400,0,3600,79199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
0,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
600,6000,3600,3600,3600,16800,1800,0,1800,30600,1800,0,7200,0,14400,0,5400,3600,5400,10799,0
25199,66601,1800,3600,3600,0,5400,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,61199,0
26999,64801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,12600,0,5400,5400,3600,57599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,7200,3600,3600,3600,3600,1800,0,1800,28800,1800,0,3600,0,18000,0,5400,5400,5400,32399,0
68399,23401,3600,3600,3600,1800,1800,1800,1800,37800,3600,0,5400,0,12600,1800,5400,1800,5400,57599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,54001,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,600,4800,76199,0
44999,48601,3600,3600,3600,600,1800,900,1800,0,1800,2100,3600,300,5100,12600,5400,2400,4200,70799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
70199,21601,3600,3600,3600,10800,1800,0,1800,18000,3600,0,5400,0,9000,10800,7200,3600,7200,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,15000,1200,0,1800,19800,1800,0,3600,0,16200,0,5400,5400,5400,68399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
46799,45001,3600,3600,3600,1800,1800,1800,1800,32400,3600,0,3600,0,3600,0,5400,3600,5400,52199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
64799,25201,5400,3600,3600,1800,1800,1800,0,27000,3600,0,5400,0,18000,0,5400,3600,5400,61199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
53999,37801,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,5400,0,12600,1800,5400,1800,5400,57599,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,84601,3600,3600,3600,1800,1800,1800,1800,7200,1800,0,3600,0,18000,0,5400,1800,5400,26999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
55799,32401,3600,3600,3600,12600,1800,0,1800,23400,3600,0,5400,0,9000,16200,5400,1800,5400,43199,0
900,5400,3600,3600,3600,78299,0,21601,1800,30600,1800,30599,0,63001,16200,0,5400,3600,5400,79199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
57599,32401,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,84600,7200,1800,5400,10799,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,0,1800,0,1800,14400,1800,0,7200,0,5400,0,5400,7200,5400,32399,0
43199,50401,3600,3600,3600,0,1800,1800,1800,0,3600,84600,5400,0,7200,0,5400,0,3600,82799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,84600,7200,0,3600
39599,52201,3600,3600,3600,1800,1800,0,1800,23400,3600,0,3600,0,9000,5700,3600,1500,3600,50399,0
57599,32401,3600,3600,3600,16200,1800,0,1800,19800,3600,0,5400,0,9000,14400,5400,3600,5400,43199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
70199,21601,3600,3600,3600,1800,1800,3600,1800,21600,3600,0,5400,0,10800,10800,7200,3600,7200,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
12599,79201,3600,3600,3600,0,1800,0,1800,0,3600,0,5400,0,5400,7200,5400,3600,3600,44999,0
600,4800,3600,3600,3600,3600,3600,0,1800,37800,1800,0,5400,0,14400,0,5400,1800,5400,30599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,5100,3600,3600,3600,13800,1800,0,1800,32400,1800,0,7200,0,18000,0,5400,1800,5400,44999,0
68399,23401,3600,3600,3600,9000,1800,0,1800,25200,3600,0,5400,3600,5400,5400,5400,3600,5400,62999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
600,6000,3600,3600,3600,9600,1800,0,1800,28800,1800,0,5400,0,21600,0,5400,3600,5400,43199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
39599,54001,3600,3600,3600,21599,0,68401,1800,0,1800,0,3600,0,3600,0,5400,0,3600,84599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
73799,18001,3600,3600,3600,13800,1800,0,3600,16800,3600,0,5400,0,12600,10800,5400,1800,5400,62999,0
600,6000,3600,3600,3600,11400,1800,1800,1800,25200,1800,0,5400,0,21600,0,5400,1800,5400,84599,0
28799,63001,3600,3600,3600,9000,1800,1800,1800,25200,3600,0,5400,0,14400,0,5400,3600,5400,21599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
19799,72001,3600,3600,3600,10800,3600,1800,1800,27000,1800,0,7200,0,9000,1800,5400,5400,5400,8999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
30599,61201,3600,3600,3600,16200,1800,0,1800,32400,3600,0,5400,0,7200,7200,5400,19799,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,25200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
61199,30601,3600,3600,3600,10800,1800,0,1800,27000,3600,0,5400,0,12600,10800,5400,3600,5400,43199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,5400,3600,3600,3600,14100,1200,1800,1800,25200,1800,0,7200,0,10800,0,5400,3600,5400,68399,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,3600,3600,3600,1800,1800,1800,1800,0,3600,0,5400,0,14400,25200,7200,3600,7200,61199,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,3600,3600,3600,3600,1800,1800,1800,18000,3600,3600,5400,0,12600,7200,5400,1800,5400,62999,0
8999,82801,3600,3600,3600,7200,1800,1800,1800,25200,3600,0,5400,0,14400,0,5400,3600,5400,3599,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
86399,5401,3600,3600,3600,0,1800,600,1800,31800,3600,0,5400,0,7200,3600,5400,3600,5400,86399,0
3599,1801,3600,3600,3600,3600,1800,1800,1800,21600,3600,0,5400,0,12600,3600,5400,1800,5400,5399,0
30599,61201,3600,3600,3600,10800,1800,1800,1800,23400,5400,3600,5400,0,10800,1800,5400,1800,5400,21599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
28799,63001,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,66599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
82799,9001,3600,3600,3600,12600,1800,79800,1200,27000,3600,82800,3600,0,7200,16200,5400,3600,5400,75599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,10800,1800,0,1800,30600,1800,0,5400,0,16200,1800,3600,1800,5400,30599,0
68399,23401,3600,3600,3600,1800,1800,1800,1800,84600,25200,0,3600,0,10800,7200,5400,3600,5400,71999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,82801,3600,3600,3600,0,1800,0,1800,0,3600,0,3600,1800,9000,18000,5400,3600,5400,25199,0
21599,68401,3600,3600,3600,9000,1800,0,1800,30600,3600,0,5400,0,12600,0,5400,1800,5400,16199,0
32399,61201,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,54000,25199,0,0,0
35999,54001,3600,3600,3600,3600,1800,0,1800,32400,3600,0,5400,0,16200,1800,5400,1800,5400,28799,0
32399,61201,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,66599,0,0,0
79199,10801,3600,3600,3600,1800,3600,0,1800,9000,3600,0,5400,0,10800,10800,5400,3600,5400,3599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
62999,28801,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,14400,9000,5400,1800,5400,64799,0
35999,54001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,7200,1800,7200,71999,0
1800,5400,3600,3600,3600,7200,1800,0,1800,34200,1800,0,5400,0,14400,0,5400,1800,7200,10799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,16200,1800,0,1800,34200,1800,0,3600,0,12600,0,5400,5400,5400,12599,0
57599,32401,3600,3600,3600,0,1800,0,3600,0,1800,0,5400,0,12600,0,5400,3600,5400,3599,0
64799,28801,3600,3600,3600,0,3600,0,43199,46801,3600,0,3600,0,7200,0,14400,10799,0,0,0
12599,81001,3600,3600,3600,0,1800,1800,1800,14400,3600,0,5400,0,7200,1800,7200,35999,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
34199,55801,3600,3600,3600,5400,1800,0,1800,28800,5400,0,3600,84600,18000,0,3600,3600,5400,30599,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,7200,46799,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
17999,72001,3600,3600,3600,0,1800,0,1800,0,3600,0,5400,0,19800,3600,5400,3600,5400,39599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
17999,75601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
53999,39601,3600,3600,3600,0,3600,0,7200,0,3600,0,3600,82800,10800,0,5400,0,5400,0,3600
79199,10801,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,5400,600,3600,32999,0
25199,84601,72000,3600,3600,5400,1800,84600,1800,9000,5400,0,5400,0,10800,3600,5400,3600,5400,39599,0
70199,21601,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,9000,9000,5400,1800,5400,77399,0
7199,82801,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,3000,48599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,84601,3600,3600,3600,1800,1800,1800,1800,10800,1800,1800,5400,0,10800,1800,5400,3600,3600,25199,0
3599,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
25199,66601,3600,3600,3600,10800,1800,0,1800,34200,3600,0,3600,0,10800,1800,5400,1800,5400,14399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,70199,0,0,0
35999,54001,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,76199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
900,6300,3600,3600,3600,14400,1800,0,1800,25200,1800,0,3600,0,9000,0,5400,5400,5400,71999,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,5400,0,9000,3600,7200,3600,7200,82799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
