样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,收率
516,6.0,24.0,-1.0,-1.0,7.5,100,8.5,102.0,9.5,102.0,10.5,102.0,300,0.5,50.0,9.0,12.5,70.0,13.0,78.0,1.0,340.0,1.5,21.5,65,1.0,45.0,1.5,1.5,-1.0,800.0,420,0.9470000000000001
1096,21.5,21.0,-1.0,-1.0,23.0,100,0.0,102.0,1.0,103.0,2.0,104.0,300,0.5,50.0,9.0,5.0,70.0,5.5,78.0,1.0,340.0,1.5,15.0,65,19.0,50.0,1.5,1.5,-1.0,800.0,440,0.89
562,8.0,29.0,-1.0,-1.0,10.0,102,11.0,103.0,12.0,104.0,13.0,105.0,200,1.0,50.0,9.0,14.0,78.0,15.0,73.0,1.0,320.0,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
180,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,1200.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.973
110,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79.0,13.0,72.0,1.0,320.0,1.0,15.0,78,17.0,45.0,1.5,1.5,1.5,1200.0,400,0.925
117,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.935
294,0.0,19.0,-1.0,-1.0,1.5,100,2.5,101.0,3.5,103.0,4.5,105.0,300,0.5,40.0,9.0,5.166666666666667,70.0,5.666666666666667,78.0,1.0,320.0,1.5,17.0,60,19.0,40.0,1.5,1.5,-1.0,800.0,400,0.9470000000000001
1101,23.0,28.0,-1.0,-1.0,0.5,100,1.5,101.0,2.5,101.0,3.5,103.0,300,0.5,50.0,9.0,5.5,70.0,6.0,78.0,1.0,340.0,1.5,14.5,65,18.0,50.0,1.5,1.5,-1.0,800.0,440,0.9229999999999999
1073,15.5,24.0,-1.0,-1.0,17.0,100,18.0,102.0,19.0,104.0,20.0,104.0,300,0.5,50.0,9.0,0.0,70.0,0.5,78.0,1.5,330.0,1.5,11.0,65,14.0,45.0,1.5,1.5,-1.0,800.0,420,0.9670000000000001
644,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
773,14.0,27.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,0.983
1663,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1397,21.0,29.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,1.5,1.5,1.0,1200.0,420,0.935
623,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.879
1632,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.9670000000000001
1866,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79.0,13.0,72.0,1.0,320.0,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.912
410,16.0,21.0,-1.0,-1.0,17.5,100,18.5,103.0,19.5,105.0,20.5,107.0,200,1.0,50.0,10.0,22.0,70.0,22.5,79.0,1.0,380.0,1.0,0.5,70,2.5,50.0,1.5,1.5,-1.0,800.0,400,0.925
637,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.973
1963,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,420,0.8909999999999999
289,1.0,21.0,-1.0,-1.0,2.5,100,3.5,102.0,4.5,103.0,5.5,105.0,300,0.5,50.0,9.0,7.666666666666667,70.0,8.0,78.0,1.0,300.0,1.0,16.5,60,18.5,40.0,1.5,1.5,-1.0,800.0,400,0.888
1778,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.983
1182,6.0,29.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.8909999999999999
338,12.5,40.0,12.666666666666666,80.0,14.0,100,15.0,102.0,16.0,104.0,17.0,104.0,300,0.5,50.0,9.0,20.5,70.0,21.0,75.0,0.5,330.0,1.5,7.5,65,12.0,25.0,1.0,1.5,-1.0,800.0,400,0.925
1595,5.0,34.0,-1.0,-1.0,6.5,100,7.5,102.0,8.5,103.0,9.5,105.0,200,0.5,50.0,9.0,11.0,70.0,11.5,78.0,7.0,290.0,1.0,19.0,65,22.0,45.0,1.5,1.5,-1.0,800.0,400,0.892
1912,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.971
1013,22.0,26.0,-1.0,-1.0,23.0,100,0.0,101.0,1.0,104.0,2.0,103.0,200,0.5,50.0,10.0,2.5,70.0,3.0,77.0,1.0,300.0,1.0,5.5,60,8.0,36.0,1.5,1.5,-1.0,800.0,400,0.888
47,18.0,21.0,-1.0,-1.0,19.0,100,20.0,102.0,21.0,103.0,22.0,103.0,300,0.5,40.0,9.0,1.0,70.0,1.5,78.0,1.0,300.0,1.5,12.5,60,16.0,40.0,1.5,1.5,-1.0,800.0,420,0.879
1445,14.0,23.0,-1.0,-1.0,15.0,100,16.0,101.0,17.0,101.0,18.0,102.0,300,0.5,40.0,9.0,19.5,70.0,20.0,78.0,1.0,320.0,1.5,7.5,60,12.0,40.0,1.5,1.5,-1.0,800.0,400,0.925
754,15.0,25.0,-1.0,-1.0,17.0,102,18.0,104.0,19.0,105.0,20.0,106.0,200,1.0,50.0,9.0,21.0,80.0,22.0,73.0,1.0,320.0,1.0,0.0,80,2.0,45.0,3.5,-1.0,-1.0,1200.0,440,0.9359999999999999
463,2.0,37.0,-1.0,-1.0,3.0,100,4.0,101.0,5.0,105.0,6.0,103.0,200,1.0,50.0,9.0,7.5,70.0,8.0,71.0,1.0,290.0,1.5,13.0,60,16.0,45.0,1.5,1.5,-1.0,800.0,400,0.8909999999999999
1774,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.5,1200.0,400,0.8909999999999999
1297,6.0,30.0,-1.0,-1.0,8.0,103,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.935
1954,21.0,29.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.8909999999999999
1623,6.5,26.0,-1.0,-1.0,8.0,100,9.0,102.0,10.0,103.0,11.0,105.0,300,0.5,50.0,9.0,12.5,70.0,13.0,78.0,1.0,340.0,1.0,20.0,65,0.0,45.0,1.5,1.5,-1.0,800.0,420,0.935
425,14.0,22.0,-1.0,-1.0,15.0,100,16.0,101.0,17.0,103.0,18.0,106.0,100,1.0,50.0,10.0,19.0,80.0,19.5,76.0,1.0,280.0,1.0,21.5,65,23.5,45.0,2.0,2.0,-1.0,800.0,400,
326,17.5,21.0,18.0,73.0,19.5,100,20.5,102.0,21.5,103.0,22.5,102.0,300,0.5,50.0,9.0,1.0,70.0,1.5,75.0,0.5,300.0,1.5,13.0,50,17.0,40.0,1.5,2.0,-1.0,800.0,400,0.902
665,6.0,29.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
351,15.5,38.0,15.666666666666666,80.0,17.0,100,18.0,103.0,19.0,103.0,20.0,103.0,300,0.5,50.0,9.0,1.0,70.0,1.5,75.0,0.5,370.0,1.0,12.5,50,16.0,38.0,1.5,1.5,-1.0,800.0,400,0.902
448,8.0,30.0,-1.0,-1.0,9.0,100,10.0,101.0,11.0,103.0,12.0,105.0,200,0.5,50.0,9.0,12.5,70.0,13.5,77.0,0.5,300.0,1.5,15.5,60,19.0,36.0,1.5,1.5,-1.0,800.0,400,0.925
1350,6.0,27.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,0.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.93
1042,20.5,33.0,-1.0,-1.0,22.5,100,23.5,102.0,0.5,103.0,1.5,105.0,300,0.5,30.0,9.0,2.5,70.0,3.0,76.0,1.0,190.0,1.5,9.5,65,11.5,45.0,2.0,-1.0,-1.0,400.0,280,0.93
1873,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.9470000000000001
1420,14.5,21.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,103.0,18.5,104.0,300,0.5,35.0,9.0,20.5,70.0,21.0,79.0,1.5,310.0,1.0,7.0,60,12.0,40.0,1.0,1.5,-1.0,800.0,420,0.902
1150,1.0,29.0,-1.0,-1.0,3.0,102,4.0,103.0,5.0,104.0,6.0,105.0,200,1.0,50.0,9.0,7.0,78.0,8.0,73.0,1.0,320.0,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
1867,14.0,30.0,-1.0,-1.0,16.0,101,17.0,102.0,18.0,104.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.925
755,22.0,26.0,-1.0,-1.0,0.0,100,1.0,103.0,2.0,105.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,2.0,-1.0,-1.0,1200.0,460,0.902
139,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
452,19.0,36.0,-1.0,-1.0,20.0,100,21.0,103.0,22.0,103.0,23.0,105.0,200,0.5,50.0,9.0,23.5,70.0,0.0,77.0,1.0,300.0,1.5,2.5,60,8.0,40.0,1.5,1.5,-1.0,800.0,390,0.943
1195,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.9470000000000001
700,19.0,29.0,-1.0,-1.0,21.0,101,22.0,103.0,23.0,105.0,0.0,107.0,200,1.0,50.0,9.0,1.0,80.0,2.0,73.0,1.0,320.0,1.0,4.0,79,6.0,45.0,1.5,1.5,1.0,1200.0,400,0.9590000000000001
1158,18.0,29.0,-1.0,-1.0,20.0,102,21.0,103.0,22.0,104.0,23.0,105.0,200,1.0,50.0,9.0,0.0,78.0,1.0,73.0,1.0,320.0,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,400,0.9229999999999999
1701,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.9590000000000001
831,14.0,28.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.9590000000000001
1103,9.0,29.0,-1.0,-1.0,11.0,101,12.0,103.0,13.0,104.0,14.0,105.0,200,1.0,50.0,9.0,15.0,80.0,17.0,73.0,1.0,320.0,1.0,18.0,80,21.0,45.0,1.5,1.5,1.0,1200.0,400,0.985
951,2.0,23.0,-1.0,-1.0,3.0,100,4.0,105.0,5.0,106.0,6.0,108.0,200,0.5,50.0,9.0,7.0,70.0,7.5,80.0,1.0,300.0,1.0,10.0,64,12.0,45.0,1.5,1.0,-1.0,800.0,420,0.9359999999999999
1020,17.0,21.0,-1.0,-1.0,23.5,100,19.5,102.0,20.5,104.0,21.5,105.0,200,0.5,50.0,10.0,23.0,70.0,23.5,77.0,1.5,300.0,1.5,5.0,60,8.0,37.0,1.5,1.5,-1.0,800.0,400,0.89
1572,4.5,38.0,-1.0,-1.0,6.0,100,7.0,101.0,8.0,103.0,9.0,101.0,200,0.5,50.0,10.0,10.5,70.0,11.0,77.0,1.0,300.0,1.0,18.0,65,20.5,45.0,1.5,1.5,-1.0,800.0,420,0.9359999999999999
397,22.0,23.0,-1.0,-1.0,23.0,100,0.0,103.0,1.0,105.0,2.0,107.0,300,0.5,50.0,9.0,3.0,70.0,3.5,77.0,1.0,320.0,1.0,6.0,68,8.0,47.0,1.1666666666666667,0.8333333333333334,-1.0,900.0,400,0.9359999999999999
1911,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.9129999999999999
1571,22.0,35.0,-1.0,-1.0,23.5,100,0.5,102.0,1.5,103.0,2.5,105.0,200,0.5,50.0,9.0,4.0,70.0,4.5,78.0,0.5,300.0,1.5,10.0,65,13.0,39.0,1.5,1.0,-1.0,800.0,420,0.8909999999999999
1178,23.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,106.0,200,1.0,50.0,9.0,4.0,79.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.93
1771,22.0,30.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,70.0,5.0,80.0,1.0,320.0,1.0,7.0,72,9.0,45.0,1.5,1.5,1.5,1200.0,400,0.902
1254,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.935
1969,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,420,0.902
22,17.0,24.0,-1.0,-1.0,18.5,100,19.5,102.0,20.5,101.0,21.5,104.0,300,0.5,50.0,10.0,1.0,70.0,1.5,78.0,1.0,300.0,1.0,13.0,60,16.0,40.0,1.5,1.5,-1.0,800.0,400,0.935
1306,14.0,27.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,0.902
767,14.0,30.0,-1.0,-1.0,16.0,103,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,3.5,-1.0,-1.0,1200.0,460,0.902
393,14.0,23.0,-1.0,-1.0,15.0,100,16.0,103.0,17.0,106.0,18.0,108.0,300,0.5,50.0,10.0,19.0,70.0,19.5,74.0,1.0,330.0,1.0,22.0,68,0.0,47.0,1.1666666666666667,1.1666666666666667,-1.0,900.0,400,0.935
251,14.0,30.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,0.983
1268,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.925
1491,2.5,38.0,2.75,80.0,4.5,100,5.5,102.0,6.5,103.0,7.5,103.0,300,0.5,50.0,9.0,12.0,70.0,12.5,75.0,0.5,360.0,1.0,21.0,65,23.5,45.0,1.5,1.5,-1.0,800.0,385,0.925
1060,1.0,23.0,-1.0,-1.0,2.5,100,3.5,101.0,4.5,103.0,5.5,105.0,300,0.5,50.0,9.0,7.0,70.0,7.5,78.0,1.0,340.0,1.5,16.5,65,19.0,50.0,2.0,2.0,-1.0,800.0,420,0.888
672,14.0,28.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.879
1967,6.0,29.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.985
1505,19.0,38.0,19.5,80.0,20.5,100,21.5,102.0,22.5,104.0,23.5,102.0,300,0.5,50.0,9.0,3.5,70.0,4.0,75.0,0.5,330.0,1.5,13.0,50,16.0,28.0,1.5,1.5,-1.0,800.0,385,0.973
1369,21.0,30.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.8909999999999999
1134,18.0,29.0,-1.0,-1.0,20.0,101,21.0,103.0,22.0,104.0,23.0,105.0,200,1.0,50.0,9.0,0.0,80.0,1.0,73.0,1.0,320.0,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,400,0.973
870,13.5,37.0,13.666666666666666,80.0,15.333333333333334,100,16.333333333333332,102.0,17.333333333333332,104.0,18.333333333333332,103.0,300,0.5,50.0,9.0,21.5,70.0,22.0,75.0,0.5,300.0,2.0,7.5,65,10.0,45.0,1.5,1.5,-1.0,800.0,400,0.9359999999999999
605,13.5,23.0,-1.0,-1.0,15.0,100,16.0,102.0,17.0,103.0,18.0,104.0,200,1.0,50.0,9.0,19.0,90.0,19.5,77.0,1.0,330.0,1.0,21.5,65,22.5,45.0,1.0,1.0,-1.0,800.0,400,0.879
1376,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.9420000000000001
1343,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.925
628,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,79.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
903,17.0,39.0,17.25,80.0,19.0,100,20.0,104.0,21.0,103.0,22.0,104.0,300,0.5,50.0,9.0,2.0,70.0,2.5,75.0,0.5,370.0,2.0,13.5,65,17.0,45.0,1.5,1.5,-1.0,800.0,400,0.879
857,8.5,24.0,-1.0,-1.0,10.0,100,11.0,102.0,12.0,102.0,13.0,102.0,300,0.5,-1.0,10.0,16.0,70.0,16.5,78.0,1.0,320.0,1.0,1.5,60,4.0,40.0,1.5,1.5,-1.0,800.0,390,0.93
1196,22.0,30.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,105.0,3.0,106.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.9129999999999999
1263,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
701,3.0,30.0,-1.0,-1.0,5.0,101,6.0,103.0,7.0,104.0,8.0,106.0,200,1.0,50.0,9.0,9.0,78.0,10.0,73.0,1.0,320.0,1.0,12.0,80,14.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
1465,22.0,21.0,-1.0,-1.0,23.0,100,0.0,102.0,1.0,103.0,2.0,104.0,300,0.5,50.0,9.0,2.5,70.0,3.0,75.0,1.0,350.0,2.0,15.0,65,17.0,45.0,1.5,1.5,-1.0,800.0,385,0.93
1563,12.5,39.0,12.666666666666666,80.0,14.166666666666666,100,15.166666666666666,102.0,16.166666666666668,104.0,17.166666666666668,103.0,300,0.5,50.0,9.0,20.5,75.0,21.0,75.0,0.5,350.0,1.0,8.0,65,12.0,28.0,1.5,1.5,-1.0,800.0,400,0.93
710,22.0,30.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78.0,5.0,76.0,1.0,320.0,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.9359999999999999
1957,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.8909999999999999
322,2.0,21.0,2.5,73.0,4.0,100,5.0,102.0,6.0,103.0,7.0,104.0,300,0.5,50.0,9.0,12.0,70.0,12.5,75.0,0.5,300.0,2.0,20.5,60,2.5,45.0,2.0,2.0,-1.0,800.0,400,0.879
1603,14.0,25.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,103.0,18.5,103.0,300,0.5,30.0,9.0,19.5,70.0,20.0,78.0,1.0,200.0,1.0,3.0,65,6.0,45.0,2.0,-1.0,-1.0,400.0,280,0.983
1787,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.9129999999999999
1180,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,78,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.9790000000000001
1707,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.879
625,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1731,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,79.0,21.0,73.0,1.0,320.0,1.0,23.0,78,1.0,45.0,1.5,1.5,1.5,1200.0,400,0.983
126,22.0,18.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,106.0,3.0,108.0,200,1.0,50.0,9.0,4.5,72.0,5.0,80.0,1.0,380.0,1.0,7.0,77,9.0,45.0,1.5,1.5,-1.0,800.0,400,0.93
1012,12.0,21.0,-1.0,-1.0,13.5,100,14.5,102.0,15.5,103.0,16.5,105.0,200,0.5,50.0,9.0,18.0,70.0,18.5,78.0,1.0,290.0,1.5,22.0,60,1.0,40.0,1.5,1.5,-1.0,800.0,400,0.902
1091,21.0,26.0,-1.0,-1.0,22.5,100,23.5,103.0,0.5,105.0,1.5,104.0,300,0.5,50.0,10.0,5.0,70.0,5.5,78.0,1.0,350.0,1.5,13.5,65,17.0,45.0,1.5,1.5,-1.0,800.0,420,0.9470000000000001
781,21.0,27.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.9470000000000001
606,22.0,18.0,-1.0,-1.0,23.5,100,0.5,101.0,2.5,103.0,3.5,106.0,200,1.0,50.0,9.0,3.75,78.0,4.75,70.0,1.0,380.0,1.25,7.0,80,9.0,45.0,1.0,1.0,1.0,1200.0,400,0.9470000000000001
1972,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,1.0,1.0,1.5,1200.0,420,0.902
1203,6.0,29.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.925
